,Unnamed: 0,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
479,787,1998,5,California,Food,3,1.0,0.0,1998 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87.0,56.0,5.59,50.45,"5,155","5,417",103
480,790,2002,5,California,Food,8,5.0,0.0,2002 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87.0,56.0,5.59,50.45,"5,155","5,417",103
481,791,2007,5,California,Food,124,8.0,0.0,2007 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87.0,56.0,5.59,50.45,"5,155","5,417",103
482,792,2009,9,California,Food,3,2.0,0.0,2009 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
483,793,2003,9,California,Food,51,11.0,0.0,2003 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
484,795,2006,9,California,Food,6,3.0,0.0,2006 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
485,796,2007,9,California,Food,5,2.0,0.0,2007 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
486,797,2008,9,California,Food,27,5.0,0.0,2008 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
487,798,2008,9,California,Food,3,1.0,0.0,2008 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78.0,50.0,5.59,50.45,"5,155","5,417",103
488,799,2008,2,California,Food,2,0.0,0.0,2008 2 California,O157:H7,251,"155,959[5]",0.934,0.882,65.0,44.0,5.59,50.45,"5,155","5,417",103
489,800,2010,2,California,Food,7,0.0,0.0,2010 2 California,O157:H7,251,"155,959[5]",0.934,0.882,65.0,44.0,5.59,50.45,"5,155","5,417",103
490,801,2012,8,Wyoming,Other,3,3.0,0.0,2012 8 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,72.0,45.0,5.59,50.45,"5,155","5,417",103
491,803,2013,2,Wyoming,Other,2,0.0,0.0,2013 2 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,47.0,24.0,5.59,50.45,"5,155","5,417",103
492,804,2000,10,Wyoming,Food,2,1.0,0.0,2000 10 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,47.0,24.0,5.59,50.45,"5,155","5,417",103
493,805,2000,6,Wyoming,Food,3,0.0,0.0,2000 6 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,83.0,56.0,5.59,50.45,"5,155","5,417",103
494,809,2012,7,Montana,Other,2,1.0,0.0,2012 7 Montana,O157:H7,7,145546,0.923,0.8759999999999999,85.0,52.0,5.59,50.45,"5,155","5,417",103
495,810,2016,7,Montana,Food,38,6.0,0.0,2016 7 Montana,O157:H7,7,145546,0.923,0.8759999999999999,85.0,52.0,5.59,50.45,"5,155","5,417",103
496,811,2013,3,Montana,Food,3,0.0,0.0,2013 3 Montana,O157:H7,7,145546,0.923,0.8759999999999999,58.0,32.0,5.59,50.45,"5,155","5,417",103
497,814,2012,8,Iowa,Other,4,0.0,0.0,2012 8 Iowa,O157:H7,55,55857,0.931,0.885,76.0,55.0,5.59,50.45,"5,155","5,417",103
498,815,2000,7,Iowa,Food,56,4.0,,2000 7 Iowa,O157:H7,55,55857,0.931,0.885,84.0,65.0,5.59,50.45,"5,155","5,417",103
499,816,2010,7,Iowa,Other,7,0.0,0.0,2010 7 Iowa,O157:H7,55,55857,0.931,0.885,84.0,65.0,5.59,50.45,"5,155","5,417",103
500,817,2002,6,Iowa,Food,5,1.0,0.0,2002 6 Iowa,O157:H7,55,55857,0.931,0.885,86.0,67.0,5.59,50.45,"5,155","5,417",103
501,819,2016,6,Iowa,Other,7,0.0,0.0,2016 6 Iowa,O157:H7,55,55857,0.931,0.885,86.0,67.0,5.59,50.45,"5,155","5,417",103
502,820,2017,6,Iowa,Other,6,0.0,0.0,2017 6 Iowa,O157:H7,55,55857,0.931,0.885,86.0,67.0,5.59,50.45,"5,155","5,417",103
503,821,2008,10,Iowa,Food,5,2.0,0.0,2008 10 Iowa,O157:H7,55,55857,0.931,0.885,48.0,31.0,5.59,50.45,"5,155","5,417",103
504,822,2017,9,Iowa,Other,5,2.0,0.0,2017 9 Iowa,O157:H7,55,55857,0.931,0.885,63.0,43.0,5.59,50.45,"5,155","5,417",103
505,823,2012,9,Oklahoma,Other,3,2.0,0.0,2012 9 Oklahoma,O157:H7,57,68595,0.899,0.858,73.0,52.0,5.59,50.45,"5,155","5,417",103
506,824,1999,10,Oklahoma,Food,25,6.0,0.0,1999 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62.0,40.0,5.59,50.45,"5,155","5,417",103
507,825,2010,10,Oklahoma,Other,3,2.0,0.0,2010 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62.0,40.0,5.59,50.45,"5,155","5,417",103
508,826,1998,7,Oklahoma,Food,21,1.0,0.0,1998 7 Oklahoma,O157:H7,57,68595,0.899,0.858,93.0,71.0,5.59,50.45,"5,155","5,417",103
509,828,2014,3,Oklahoma,Other,11,,0.0,2014 3 Oklahoma,O157:H7,57,68595,0.899,0.858,72.0,50.0,5.59,50.45,"5,155","5,417",103
510,829,2010,11,Oklahoma,Food,21,0.0,0.0,2010 11 Oklahoma,O157:H7,57,68595,0.899,0.858,51.0,31.0,5.59,50.45,"5,155","5,417",103
511,832,2013,9,Florida,Food,7,5.0,0.0,2013 9 Florida,O157:H7,378,53625,0.913,0.873,81.0,57.0,5.59,50.45,"5,155","5,417",103
512,834,1998,11,Florida,Food,21,5.0,0.0,1998 11 Florida,O157:H7,378,53625,0.913,0.873,65.0,41.0,5.59,50.45,"5,155","5,417",103
513,835,1999,6,Florida,Food,17,7.0,0.0,1999 6 Florida,O157:H7,378,53625,0.913,0.873,92.0,72.0,5.59,50.45,"5,155","5,417",103
514,838,2000,10,Florida,Food,2,1.0,,2000 10 Florida,O157:H7,378,53625,0.913,0.873,73.0,47.0,5.59,50.45,"5,155","5,417",103
515,839,1998,10,Florida,Food,16,1.0,0.0,1998 10 Florida,O157:H7,378,53625,0.913,0.873,73.0,47.0,5.59,50.45,"5,155","5,417",103
516,840,2007,10,Florida,Food,2,,,2007 10 Florida,O157:H7,378,53625,0.913,0.873,73.0,47.0,5.59,50.45,"5,155","5,417",103
517,841,1999,8,Florida,Food,2,0.0,0.0,1999 8 Florida,O157:H7,378,53625,0.913,0.873,88.0,68.0,5.59,50.45,"5,155","5,417",103
518,842,2002,8,Florida,Food,2,2.0,0.0,2002 8 Florida,O157:H7,378,53625,0.913,0.873,88.0,68.0,5.59,50.45,"5,155","5,417",103
519,845,2004,4,Florida,Food,3,,,2004 4 Florida,O157:H7,378,53625,0.913,0.873,87.0,62.0,5.59,50.45,"5,155","5,417",103
520,846,2007,1,Florida,Food,2,2.0,0.0,2007 1 Florida,O157:H7,378,53625,0.913,0.873,67.0,42.0,5.59,50.45,"5,155","5,417",103
521,847,2009,5,Florida,Food,30,0.0,0.0,2009 5 Florida,O157:H7,378,53625,0.913,0.873,91.0,69.0,5.59,50.45,"5,155","5,417",103
522,849,1998,10,Nevada,Food,14,,0.0,1998 10 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,54.0,27.0,5.59,50.45,"5,155","5,417",103
523,850,2015,10,Nevada,Food,25,11.0,0.0,2015 10 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,54.0,27.0,5.59,50.45,"5,155","5,417",103
524,851,2001,7,Nevada,Food,3,3.0,0.0,2001 7 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,88.0,51.0,5.59,50.45,"5,155","5,417",103
525,852,2015,7,Nevada,Food,3,3.0,0.0,2015 7 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,88.0,51.0,5.59,50.45,"5,155","5,417",103
526,853,2001,9,Nevada,Food,9,0.0,0.0,2001 9 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,68.0,35.0,5.59,50.45,"5,155","5,417",103
527,855,2013,9,Indiana,Other,4,2.0,0.0,2013 9 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,65.0,42.0,5.59,50.45,"5,155","5,417",103
528,858,2009,6,Indiana,Other,3,1.0,0.0,2009 6 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,85.0,63.0,5.59,50.45,"5,155","5,417",103
529,859,2014,7,Indiana,Other,3,0.0,0.0,2014 7 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,83.0,61.0,5.59,50.45,"5,155","5,417",103
530,860,2015,7,Indiana,Other,7,3.0,1.0,2015 7 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,83.0,61.0,5.59,50.45,"5,155","5,417",103
531,862,2014,5,Indiana,Other,7,1.0,0.0,2014 5 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,82.0,59.0,5.59,50.45,"5,155","5,417",103
532,863,1998,5,Indiana,Food,27,6.0,0.0,1998 5 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,82.0,59.0,5.59,50.45,"5,155","5,417",103
533,864,2000,10,Indiana,Food,6,5.0,0.0,2000 10 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,52.0,33.0,5.59,50.45,"5,155","5,417",103
534,866,2013,2,Hawaii,Food,8,4.0,0.0,2013 2 Hawaii,O157:H7,222,6423,0.943,0.902,81.0,68.0,5.59,50.45,"5,155","5,417",103
535,868,2007,3,Hawaii,Food,8,5.0,0.0,2007 3 Hawaii,O157:H7,222,6423,0.943,0.902,83.0,69.0,5.59,50.45,"5,155","5,417",103
536,869,2016,8,Hawaii,Other,4,0.0,0.0,2016 8 Hawaii,O157:H7,222,6423,0.943,0.902,89.0,74.0,5.59,50.45,"5,155","5,417",103
537,871,2000,5,Arkansas,Food,36,14.0,0.0,2000 5 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,89.0,69.0,5.59,50.45,"5,155","5,417",103
538,872,2010,6,Arkansas,Other,5,3.0,0.0,2010 6 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,92.0,73.0,5.59,50.45,"5,155","5,417",103
539,873,2005,1,Arkansas,Food,3,3.0,0.0,2005 1 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,55.0,35.0,5.59,50.45,"5,155","5,417",103
540,874,2015,3,Arkansas,Other,2,1.0,0.0,2015 3 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,73.0,51.0,5.59,50.45,"5,155","5,417",103
541,876,2014,10,New Mexico,Other,5,2.0,0.0,2014 10 New Mexico,O157:H7,17,121298,0.904,0.87,53.0,25.0,5.59,50.45,"5,155","5,417",103
542,877,2016,10,New Mexico,Food,3,2.0,0.0,2016 10 New Mexico,O157:H7,17,121298,0.904,0.87,53.0,25.0,5.59,50.45,"5,155","5,417",103
543,880,1999,2,Nebraska,Food,65,8.0,0.0,1999 2 Nebraska,O157:H7,24,76824,0.937,0.889,50.0,28.0,5.59,50.45,"5,155","5,417",103
544,881,2003,9,Nebraska,Food,12,8.0,0.0,2003 9 Nebraska,O157:H7,24,76824,0.937,0.889,64.0,41.0,5.59,50.45,"5,155","5,417",103
545,883,2008,3,Nebraska,Food,15,3.0,,2008 3 Nebraska,O157:H7,24,76824,0.937,0.889,63.0,39.0,5.59,50.45,"5,155","5,417",103
546,886,2017,8,Nebraska,Other,3,1.0,0.0,2017 8 Nebraska,O157:H7,24,76824,0.937,0.889,77.0,54.0,5.59,50.45,"5,155","5,417",103
547,887,2000,7,Alaska,Food,31,11.0,0.0,2000 7 Alaska,O157:H7,1,570641,0.942,0.912,64.0,50.0,5.59,50.45,"5,155","5,417",103
548,888,2008,7,Alaska,Food,3,1.0,0.0,2008 7 Alaska,O157:H7,1,570641,0.942,0.912,64.0,50.0,5.59,50.45,"5,155","5,417",103
549,889,2005,2,Alaska,Food,4,2.0,0.0,2005 2 Alaska,O157:H7,1,570641,0.942,0.912,34.0,19.0,5.59,50.45,"5,155","5,417",103
550,890,2005,5,Alaska,Food,3,1.0,0.0,2005 5 Alaska,O157:H7,1,570641,0.942,0.912,63.0,48.0,5.59,50.45,"5,155","5,417",103
551,892,2003,10,North Dakota,Food,14,2.0,0.0,2003 10 North Dakota,O157:H7,10,69001,0.948,0.8740000000000001,40.0,19.0,5.59,50.45,"5,155","5,417",103
552,893,2003,7,North Dakota,Food,3,0.0,0.0,2003 7 North Dakota,O157:H7,10,69001,0.948,0.8740000000000001,83.0,56.0,5.59,50.45,"5,155","5,417",103
553,897,2004,5,New Jersey,Food,4,1.0,,2004 5 New Jersey,O157:H7,1218,7354,0.946,0.895,82.0,63.0,5.59,50.45,"5,155","5,417",103
554,898,2004,11,New Jersey,Food,6,4.0,0.0,2004 11 New Jersey,O157:H7,1218,7354,0.946,0.895,44.0,30.0,5.59,50.45,"5,155","5,417",103
555,899,2008,8,Vermont,Food,6,3.0,0.0,2008 8 Vermont,O157:H7,67,9217,0.938,0.885,70.0,51.0,5.59,50.45,"5,155","5,417",103
556,900,2015,8,Vermont,Food,12,0.0,0.0,2015 8 Vermont,O157:H7,67,9217,0.938,0.885,70.0,51.0,5.59,50.45,"5,155","5,417",103
557,901,2017,9,Vermont,Food,2,1.0,0.0,2017 9 Vermont,O157:H7,67,9217,0.938,0.885,57.0,39.0,5.59,50.45,"5,155","5,417",103
558,903,2016,9,West Virginia,Other,2,0.0,0.0,2016 9 West Virginia,O157:H7,76,24038,0.879,0.8370000000000001,68.0,45.0,5.59,50.45,"5,155","5,417",103
559,3,2002,7,Massachusetts,Food,5,3.0,0.0,2002 7 Massachusetts,O157:NM,871,7800,0.96,0.905,80.0,65.0,5.37,50.20,"5,313","5,781",85
560,26,1999,7,Connecticut,Food,17,7.0,0.0,1999 7 Connecticut,O157:NM,741,4842,0.957,0.9109999999999999,81.0,66.0,5.37,50.20,"5,313","5,781",85
561,29,2008,6,Connecticut,Food,14,5.0,0.0,2008 6 Connecticut,O157:NM,741,4842,0.957,0.9109999999999999,82.0,66.0,5.37,50.20,"5,313","5,781",85
562,119,1999,4,New York,Food,9,,,1999 4 New York,O157:NM,420,47126,0.946,0.888,71.0,55.0,5.37,50.20,"5,313","5,781",85
563,137,2011,10,Colorado,Other,14,3.0,0.0,2011 10 Colorado,O157:NM,52,103642,0.947,0.9059999999999999,52.0,25.0,5.37,50.20,"5,313","5,781",85
564,143,2009,6,Colorado,Other,13,1.0,0.0,2009 6 Colorado,O157:NM,52,103642,0.947,0.9059999999999999,90.0,59.0,5.37,50.20,"5,313","5,781",85
565,154,2003,7,Colorado,Food,13,1.0,0.0,2003 7 Colorado,O157:NM,52,103642,0.947,0.9059999999999999,88.0,57.0,5.37,50.20,"5,313","5,781",85
566,167,2008,9,Colorado,Food,21,2.0,0.0,2008 9 Colorado,O157:NM,52,103642,0.947,0.9059999999999999,66.0,37.0,5.37,50.20,"5,313","5,781",85
567,226,2011,10,Oregon,Other,2,0.0,0.0,2011 10 Oregon,O157:NM,41,95988,0.934,0.882,53.0,38.0,5.37,50.20,"5,313","5,781",85
568,239,2007,6,Oregon,Food,2,1.0,0.0,2007 6 Oregon,O157:NM,41,95988,0.934,0.882,82.0,53.0,5.37,50.20,"5,313","5,781",85
569,374,2008,7,Maryland,Food,9,0.0,0.0,2008 7 Maryland,O157:NM,618,9707,0.94,0.885,87.0,71.0,5.37,50.20,"5,313","5,781",85
570,433,2016,9,Washington,Food,4,1.0,0.0,2016 9 Washington,O157:NM,107,66456,0.945,0.904,60.0,46.0,5.37,50.20,"5,313","5,781",85
571,445,2011,7,Michigan,Food,12,8.0,0.0,2011 7 Michigan,O157:NM,175,56539,0.916,0.877,80.0,59.0,5.37,50.20,"5,313","5,781",85
572,449,2011,8,Michigan,Other,3,1.0,0.0,2011 8 Michigan,O157:NM,175,56539,0.916,0.877,73.0,51.0,5.37,50.20,"5,313","5,781",85
573,453,2012,10,Michigan,Food,3,0.0,0.0,2012 10 Michigan,O157:NM,175,56539,0.916,0.877,47.0,32.0,5.37,50.20,"5,313","5,781",85
574,480,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,O157:NM,68,79627,0.95,0.9009999999999999,82.0,62.0,5.37,50.20,"5,313","5,781",85
575,556,2010,7,Pennsylvania,Other,2,1.0,0.0,2010 7 Pennsylvania,O157:NM,286,44743,0.927,0.8740000000000001,85.0,68.0,5.37,50.20,"5,313","5,781",85
576,631,2007,9,Kansas,Food,8,1.0,0.0,2007 9 Kansas,O157:NM,36,81759,0.926,0.887,68.0,45.0,5.37,50.20,"5,313","5,781",85
577,655,2004,4,Georgia,Food,2,0.0,0.0,2004 4 Georgia,O157:NM,177,57513,0.906,0.862,81.0,61.0,5.37,50.20,"5,313","5,781",85
578,662,2017,6,Virginia,Other,4,2.0,0.0,2017 6 Virginia,O157:NM,212,39490,0.933,0.882,90.0,69.0,5.37,50.20,"5,313","5,781",85
579,782,1998,6,California,Food,8,2.0,0.0,1998 6 California,O157:NM,251,"155,959[5]",0.934,0.882,92.0,58.0,5.37,50.20,"5,313","5,781",85
580,788,2002,5,California,Food,48,0.0,0.0,2002 5 California,O157:NM,251,"155,959[5]",0.934,0.882,87.0,56.0,5.37,50.20,"5,313","5,781",85
581,895,2015,7,North Dakota,Other,65,5.0,0.0,2015 7 North Dakota,O157:NM,10,69001,0.948,0.8740000000000001,83.0,56.0,5.37,50.20,"5,313","5,781",85
582,5,2006,7,Massachusetts,Food,5,1.0,0.0,2006 7 Massachusetts,O26,871,7800,0.96,0.905,80.0,65.0,5.74,50.65,"5,723","6,240",101
583,8,2012,5,Massachusetts,Other,2,0.0,0.0,2012 5 Massachusetts,O26,871,7800,0.96,0.905,76.0,60.0,5.74,50.65,"5,723","6,240",101
584,40,2014,7,Ohio,Other,4,0.0,0.0,2014 7 Ohio,O26,284,40861,0.917,0.8740000000000001,84.0,63.0,5.74,50.65,"5,723","6,240",101
585,42,2015,7,Ohio,Other,6,0.0,0.0,2015 7 Ohio,O26,284,40861,0.917,0.8740000000000001,84.0,63.0,5.74,50.65,"5,723","6,240",101
586,83,2016,5,Ohio,Food,3,0.0,0.0,2016 5 Ohio,O26,284,40861,0.917,0.8740000000000001,82.0,61.0,5.74,50.65,"5,723","6,240",101
587,134,2014,6,Arizona,Food,2,0.0,0.0,2014 6 Arizona,O26,60,113594,0.913,0.875,106.0,83.0,5.74,50.65,"5,723","6,240",101
588,150,2012,7,Colorado,Other,3,1.0,0.0,2012 7 Colorado,O26,52,103642,0.947,0.9059999999999999,88.0,57.0,5.74,50.65,"5,723","6,240",101
589,159,2007,7,Colorado,Food,135,10.0,0.0,2007 7 Colorado,O26,52,103642,0.947,0.9059999999999999,88.0,57.0,5.74,50.65,"5,723","6,240",101
590,169,2017,9,Colorado,Food,6,1.0,0.0,2017 9 Colorado,O26,52,103642,0.947,0.9059999999999999,66.0,37.0,5.74,50.65,"5,723","6,240",101
591,175,2013,5,Colorado,Other,2,0.0,0.0,2013 5 Colorado,O26,52,103642,0.947,0.9059999999999999,82.0,52.0,5.74,50.65,"5,723","6,240",101
592,177,2010,5,Colorado,Other,47,0.0,0.0,2010 5 Colorado,O26,52,103642,0.947,0.9059999999999999,82.0,52.0,5.74,50.65,"5,723","6,240",101
593,183,2010,8,Colorado,Other,21,0.0,0.0,2010 8 Colorado,O26,52,103642,0.947,0.9059999999999999,79.0,48.0,5.74,50.65,"5,723","6,240",101
594,191,2017,5,Idaho,Other,2,0.0,0.0,2017 5 Idaho,O26,20,82643,0.911,0.872,81.0,54.0,5.74,50.65,"5,723","6,240",101
595,204,2017,8,Idaho,Other,3,0.0,0.0,2017 8 Idaho,O26,20,82643,0.911,0.872,79.0,51.0,5.74,50.65,"5,723","6,240",101
596,210,2013,7,Oregon,Other,4,0.0,0.0,2013 7 Oregon,O26,41,95988,0.934,0.882,82.0,53.0,5.74,50.65,"5,723","6,240",101
597,214,2015,7,Oregon,Other,3,1.0,0.0,2015 7 Oregon,O26,41,95988,0.934,0.882,82.0,53.0,5.74,50.65,"5,723","6,240",101
598,233,2010,10,Oregon,Other,11,0.0,0.0,2010 10 Oregon,O26,41,95988,0.934,0.882,53.0,38.0,5.74,50.65,"5,723","6,240",101
599,248,2017,9,Oregon,Food,2,0.0,0.0,2017 9 Oregon,O26,41,95988,0.934,0.882,64.0,42.0,5.74,50.65,"5,723","6,240",101
600,254,2015,4,Wisconsin,Food,2,0.0,0.0,2015 4 Wisconsin,O26,106,54158,0.932,0.8859999999999999,65.0,47.0,5.74,50.65,"5,723","6,240",101
601,276,2011,9,Wisconsin,Food,12,0.0,0.0,2011 9 Wisconsin,O26,106,54158,0.932,0.8859999999999999,59.0,43.0,5.74,50.65,"5,723","6,240",101
602,311,2013,6,Tennessee,Food,3,0.0,0.0,2013 6 Tennessee,O26,160,41235,0.897,0.851,92.0,74.0,5.74,50.65,"5,723","6,240",101
603,319,2015,10,Tennessee,Other,2,0.0,0.0,2015 10 Tennessee,O26,160,41235,0.897,0.851,63.0,44.0,5.74,50.65,"5,723","6,240",101
604,404,2014,5,Washington,Other,27,0.0,0.0,2014 5 Washington,O26,107,66456,0.945,0.904,70.0,52.0,5.74,50.65,"5,723","6,240",101
605,458,2013,9,Michigan,Other,4,0.0,0.0,2013 9 Michigan,O26,175,56539,0.916,0.877,60.0,41.0,5.74,50.65,"5,723","6,240",101
606,464,2011,7,Minnesota,Other,3,1.0,0.0,2011 7 Minnesota,O26,68,79627,0.95,0.9009999999999999,82.0,62.0,5.74,50.65,"5,723","6,240",101
607,489,2017,7,Minnesota,Other,21,2.0,0.0,2017 7 Minnesota,O26,68,79627,0.95,0.9009999999999999,82.0,62.0,5.74,50.65,"5,723","6,240",101
608,526,2016,5,Minnesota,Other,4,0.0,0.0,2016 5 Minnesota,O26,68,79627,0.95,0.9009999999999999,80.0,59.0,5.74,50.65,"5,723","6,240",101
609,600,2014,11,Utah,Food,4,0.0,0.0,2014 11 Utah,O26,36,82170,0.934,0.8959999999999999,40.0,27.0,5.74,50.65,"5,723","6,240",101
610,629,2011,9,Kansas,Food,4,3.0,0.0,2011 9 Kansas,O26,36,81759,0.926,0.887,68.0,45.0,5.74,50.65,"5,723","6,240",101
611,638,2012,10,Kansas,Other,4,0.0,0.0,2012 10 Kansas,O26,36,81759,0.926,0.887,55.0,33.0,5.74,50.65,"5,723","6,240",101
612,640,2017,10,Kansas,Other,8,0.0,0.0,2017 10 Kansas,O26,36,81759,0.926,0.887,55.0,33.0,5.74,50.65,"5,723","6,240",101
613,668,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,O26,212,39490,0.933,0.882,86.0,65.0,5.74,50.65,"5,723","6,240",101
614,705,2012,8,Kentucky,Other,7,0.0,0.0,2012 8 Kentucky,O26,112,39486,0.8859999999999999,0.843,79.0,55.0,5.74,50.65,"5,723","6,240",101
615,776,2017,10,California,Food,244,29.0,0.0,2017 10 California,O26,251,"155,959[5]",0.934,0.882,64.0,43.0,5.74,50.65,"5,723","6,240",101
616,848,2013,6,Nevada,Other,16,0.0,0.0,2013 6 Nevada,O26,26,109781,0.907,0.8809999999999999,90.0,52.0,5.74,50.65,"5,723","6,240",101
617,854,2013,4,Indiana,Other,4,0.0,0.0,2013 4 Indiana,O26,184,35826,0.91,0.8690000000000001,73.0,50.0,5.74,50.65,"5,723","6,240",101
618,865,2015,11,Indiana,Other,2,1.0,0.0,2015 11 Indiana,O26,184,35826,0.91,0.8690000000000001,39.0,23.0,5.74,50.65,"5,723","6,240",101
619,875,2014,4,New Mexico,Food,4,2.0,0.0,2014 4 New Mexico,O26,17,121298,0.904,0.87,74.0,41.0,5.74,50.65,"5,723","6,240",101
620,878,2015,8,New Mexico,Other,8,0.0,0.0,2015 8 New Mexico,O26,17,121298,0.904,0.87,78.0,47.0,5.74,50.65,"5,723","6,240",101
621,879,2015,1,Rhode Island,Other,2,0.0,0.0,2015 1 Rhode Island,O26,1021,1034,0.922,0.8759999999999999,40.0,24.0,5.74,50.65,"5,723","6,240",101
622,882,2015,9,Nebraska,Food,6,2.0,0.0,2015 9 Nebraska,O26,24,76824,0.937,0.889,64.0,41.0,5.74,50.65,"5,723","6,240",101
623,884,2017,3,Nebraska,Other,6,1.0,0.0,2017 3 Nebraska,O26,24,76824,0.937,0.889,63.0,39.0,5.74,50.65,"5,723","6,240",101
624,12,2013,10,Massachusetts,Other,2,,,2013 10 Massachusetts,O121,871,7800,0.96,0.905,51.0,38.0,5.47,50.63,"5,282","5,822",101
625,31,2016,4,Connecticut,Food,7,0.0,0.0,2016 4 Connecticut,O121,741,4842,0.957,0.9109999999999999,68.0,51.0,5.47,50.63,"5,282","5,822",101
626,158,2007,7,Colorado,Food,135,10.0,0.0,2007 7 Colorado,O121,52,103642,0.947,0.9059999999999999,88.0,57.0,5.47,50.63,"5,282","5,822",101
627,170,2017,9,Colorado,Other,6,2.0,0.0,2017 9 Colorado,O121,52,103642,0.947,0.9059999999999999,66.0,37.0,5.47,50.63,"5,282","5,822",101
628,190,2017,5,Idaho,Other,3,0.0,0.0,2017 5 Idaho,O121,20,82643,0.911,0.872,81.0,54.0,5.47,50.63,"5,282","5,822",101
629,219,2014,8,Oregon,Other,2,1.0,0.0,2014 8 Oregon,O121,41,95988,0.934,0.882,77.0,48.0,5.47,50.63,"5,282","5,822",101
630,236,2012,6,Oregon,Other,4,1.0,0.0,2012 6 Oregon,O121,41,95988,0.934,0.882,82.0,53.0,5.47,50.63,"5,282","5,822",101
631,282,2016,6,Wisconsin,Other,2,0.0,0.0,2016 6 Wisconsin,O121,106,54158,0.932,0.8859999999999999,80.0,64.0,5.47,50.63,"5,282","5,822",101
632,399,2015,8,Washington,Food,2,0.0,0.0,2015 8 Washington,O121,107,66456,0.945,0.904,71.0,52.0,5.47,50.63,"5,282","5,822",101
633,411,2012,10,Washington,Other,4,2.0,0.0,2012 10 Washington,O121,107,66456,0.945,0.904,51.0,40.0,5.47,50.63,"5,282","5,822",101
634,423,2009,9,Washington,Food,3,0.0,0.0,2009 9 Washington,O121,107,66456,0.945,0.904,60.0,46.0,5.47,50.63,"5,282","5,822",101
635,474,2014,7,Minnesota,Other,11,0.0,0.0,2014 7 Minnesota,O121,68,79627,0.95,0.9009999999999999,82.0,62.0,5.47,50.63,"5,282","5,822",101
636,520,2014,10,Minnesota,Food,3,1.0,0.0,2014 10 Minnesota,O121,68,79627,0.95,0.9009999999999999,42.0,27.0,5.47,50.63,"5,282","5,822",101
637,528,2017,5,Minnesota,Other,12,0.0,0.0,2017 5 Minnesota,O121,68,79627,0.95,0.9009999999999999,80.0,59.0,5.47,50.63,"5,282","5,822",101
638,593,2011,8,Utah,Other,56,2.0,0.0,2011 8 Utah,O121,36,82170,0.934,0.8959999999999999,78.0,58.0,5.47,50.63,"5,282","5,822",101
639,597,2006,7,Utah,Food,3,,,2006 7 Utah,O121,36,82170,0.934,0.8959999999999999,89.0,67.0,5.47,50.63,"5,282","5,822",101
640,635,2017,9,Kansas,Other,4,0.0,0.0,2017 9 Kansas,O121,36,81759,0.926,0.887,68.0,45.0,5.47,50.63,"5,282","5,822",101
641,813,1998,10,Montana,Food,40,,,1998 10 Montana,O121,7,145546,0.923,0.8759999999999999,43.0,22.0,5.47,50.63,"5,282","5,822",101
642,21,2017,9,Massachusetts,Food,4,2.0,0.0,2017 9 Massachusetts,O45:H2,871,7800,0.96,0.905,61.0,47.0,5.68,50.62,"5,385","5,868",103
