,Year,Month,State,Primary Mode,Illnesses,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
597,2015,7,Oregon,Other,3,2015 7 Oregon,O26,41,95988,0.934,0.882,82,53,5.74,50.65,5723,6240,101
598,2010,10,Oregon,Other,11,2010 10 Oregon,O26,41,95988,0.934,0.882,53,38,5.74,50.65,5723,6240,101
599,2017,9,Oregon,Food,2,2017 9 Oregon,O26,41,95988,0.934,0.882,64,42,5.74,50.65,5723,6240,101
600,2015,4,Wisconsin,Food,2,2015 4 Wisconsin,O26,106,54158,0.932,0.8859999999999999,65,47,5.74,50.65,5723,6240,101
601,2011,9,Wisconsin,Food,12,2011 9 Wisconsin,O26,106,54158,0.932,0.8859999999999999,59,43,5.74,50.65,5723,6240,101
602,2013,6,Tennessee,Food,3,2013 6 Tennessee,O26,160,41235,0.897,0.851,92,74,5.74,50.65,5723,6240,101
603,2015,10,Tennessee,Other,2,2015 10 Tennessee,O26,160,41235,0.897,0.851,63,44,5.74,50.65,5723,6240,101
604,2014,5,Washington,Other,27,2014 5 Washington,O26,107,66456,0.945,0.904,70,52,5.74,50.65,5723,6240,101
605,2013,9,Michigan,Other,4,2013 9 Michigan,O26,175,56539,0.9159999999999999,0.877,60,41,5.74,50.65,5723,6240,101
606,2011,7,Minnesota,Other,3,2011 7 Minnesota,O26,68,79627,0.95,0.901,82,62,5.74,50.65,5723,6240,101
607,2017,7,Minnesota,Other,21,2017 7 Minnesota,O26,68,79627,0.95,0.901,82,62,5.74,50.65,5723,6240,101
608,2016,5,Minnesota,Other,4,2016 5 Minnesota,O26,68,79627,0.95,0.901,80,59,5.74,50.65,5723,6240,101
609,2014,11,Utah,Food,4,2014 11 Utah,O26,36,82170,0.934,0.8959999999999999,40,27,5.74,50.65,5723,6240,101
610,2011,9,Kansas,Food,4,2011 9 Kansas,O26,36,81759,0.9259999999999999,0.887,68,45,5.74,50.65,5723,6240,101
611,2012,10,Kansas,Other,4,2012 10 Kansas,O26,36,81759,0.9259999999999999,0.887,55,33,5.74,50.65,5723,6240,101
612,2017,10,Kansas,Other,8,2017 10 Kansas,O26,36,81759,0.9259999999999999,0.887,55,33,5.74,50.65,5723,6240,101
613,2017,5,Virginia,Other,20,2017 5 Virginia,O26,212,39490,0.9329999999999999,0.882,86,65,5.74,50.65,5723,6240,101
614,2012,8,Kentucky,Other,7,2012 8 Kentucky,O26,112,39486,0.8859999999999999,0.843,79,55,5.74,50.65,5723,6240,101
615,2017,10,California,Food,244,2017 10 California,O26,251,155959,0.934,0.882,64,43,5.74,50.65,5723,6240,101
616,2013,6,Nevada,Other,16,2013 6 Nevada,O26,26,109781,0.907,0.8809999999999999,90,52,5.74,50.65,5723,6240,101
617,2013,4,Indiana,Other,4,2013 4 Indiana,O26,184,35826,0.91,0.8690000000000001,73,50,5.74,50.65,5723,6240,101
618,2015,11,Indiana,Other,2,2015 11 Indiana,O26,184,35826,0.91,0.8690000000000001,39,23,5.74,50.65,5723,6240,101
619,2014,4,New Mexico,Food,4,2014 4 New Mexico,O26,17,121298,0.904,0.87,74,41,5.74,50.65,5723,6240,101
620,2015,8,New Mexico,Other,8,2015 8 New Mexico,O26,17,121298,0.904,0.87,78,47,5.74,50.65,5723,6240,101
621,2015,1,Rhode Island,Other,2,2015 1 Rhode Island,O26,1021,1034,0.922,0.8759999999999999,40,24,5.74,50.65,5723,6240,101
622,2015,9,Nebraska,Food,6,2015 9 Nebraska,O26,24,76824,0.937,0.889,64,41,5.74,50.65,5723,6240,101
623,2017,3,Nebraska,Other,6,2017 3 Nebraska,O26,24,76824,0.937,0.889,63,39,5.74,50.65,5723,6240,101
624,2013,10,Massachusetts,Other,2,2013 10 Massachusetts,O121,871,7800,0.96,0.905,51,38,5.47,50.63,5282,5822,101
625,2016,4,Connecticut,Food,7,2016 4 Connecticut,O121,741,4842,0.9570000000000001,0.911,68,51,5.47,50.63,5282,5822,101
626,2007,7,Colorado,Food,135,2007 7 Colorado,O121,52,103642,0.9470000000000001,0.906,88,57,5.47,50.63,5282,5822,101
627,2017,9,Colorado,Other,6,2017 9 Colorado,O121,52,103642,0.9470000000000001,0.906,66,37,5.47,50.63,5282,5822,101
628,2017,5,Idaho,Other,3,2017 5 Idaho,O121,20,82643,0.9109999999999999,0.872,81,54,5.47,50.63,5282,5822,101
629,2014,8,Oregon,Other,2,2014 8 Oregon,O121,41,95988,0.934,0.882,77,48,5.47,50.63,5282,5822,101
630,2012,6,Oregon,Other,4,2012 6 Oregon,O121,41,95988,0.934,0.882,82,53,5.47,50.63,5282,5822,101
631,2016,6,Wisconsin,Other,2,2016 6 Wisconsin,O121,106,54158,0.932,0.8859999999999999,80,64,5.47,50.63,5282,5822,101
632,2015,8,Washington,Food,2,2015 8 Washington,O121,107,66456,0.945,0.904,71,52,5.47,50.63,5282,5822,101
633,2012,10,Washington,Other,4,2012 10 Washington,O121,107,66456,0.945,0.904,51,40,5.47,50.63,5282,5822,101
634,2009,9,Washington,Food,3,2009 9 Washington,O121,107,66456,0.945,0.904,60,46,5.47,50.63,5282,5822,101
635,2014,7,Minnesota,Other,11,2014 7 Minnesota,O121,68,79627,0.95,0.901,82,62,5.47,50.63,5282,5822,101
636,2014,10,Minnesota,Food,3,2014 10 Minnesota,O121,68,79627,0.95,0.901,42,27,5.47,50.63,5282,5822,101
637,2017,5,Minnesota,Other,12,2017 5 Minnesota,O121,68,79627,0.95,0.901,80,59,5.47,50.63,5282,5822,101
638,2011,8,Utah,Other,56,2011 8 Utah,O121,36,82170,0.934,0.8959999999999999,78,58,5.47,50.63,5282,5822,101
639,2006,7,Utah,Food,3,2006 7 Utah,O121,36,82170,0.934,0.8959999999999999,89,67,5.47,50.63,5282,5822,101
640,2017,9,Kansas,Other,4,2017 9 Kansas,O121,36,81759,0.9259999999999999,0.887,68,45,5.47,50.63,5282,5822,101
641,1998,10,Montana,Food,40,1998 10 Montana,O121,7,145546,0.9229999999999999,0.8759999999999999,43,22,5.47,50.63,5282,5822,101
642,2017,9,Massachusetts,Food,4,2017 9 Massachusetts,O45:H2,871,7800,0.96,0.905,61,47,5.68,50.62,5385,5868,103
643,2012,9,Pennsylvania,Other,5,2012 9 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,67,48,5.68,50.62,5385,5868,103
644,2017,9,Pennsylvania,Other,4,2017 9 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,67,48,5.68,50.62,5385,5868,103
645,2017,2,Pennsylvania,Other,3,2017 2 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,53,34,5.68,50.62,5385,5868,103
646,2016,3,Connecticut,Other,50,2016 3 Connecticut,O157,741,4842,0.9570000000000001,0.911,58,41,5.75,50.43,5646,6129,100
647,2017,1,Colorado,Other,5,2017 1 Colorado,O157,52,103642,0.9470000000000001,0.906,46,19,5.75,50.43,5646,6129,100
648,2013,7,Oregon,Other,2,2013 7 Oregon,O157,41,95988,0.934,0.882,82,53,5.75,50.43,5646,6129,100
649,2015,7,Oregon,Other,3,2015 7 Oregon,O157,41,95988,0.934,0.882,82,53,5.75,50.43,5646,6129,100
650,2012,8,Oregon,Other,5,2012 8 Oregon,O157,41,95988,0.934,0.882,77,48,5.75,50.43,5646,6129,100
651,2014,9,Oregon,Other,6,2014 9 Oregon,O157,41,95988,0.934,0.882,64,42,5.75,50.43,5646,6129,100
652,2013,8,Wisconsin,Other,2,2013 8 Wisconsin,O157,106,54158,0.932,0.8859999999999999,71,55,5.75,50.43,5646,6129,100
653,2017,8,Wisconsin,Other,13,2017 8 Wisconsin,O157,106,54158,0.932,0.8859999999999999,71,55,5.75,50.43,5646,6129,100
654,2014,9,Wisconsin,Food,4,2014 9 Wisconsin,O157,106,54158,0.932,0.8859999999999999,59,43,5.75,50.43,5646,6129,100
655,2014,2,Wisconsin,Other,4,2014 2 Wisconsin,O157,106,54158,0.932,0.8859999999999999,42,28,5.75,50.43,5646,6129,100
656,2015,7,Maryland,Food,9,2015 7 Maryland,O157,618,9707,0.94,0.885,87,71,5.75,50.43,5646,6129,100
657,2015,9,Maryland,Other,3,2015 9 Maryland,O157,618,9707,0.94,0.885,68,52,5.75,50.43,5646,6129,100
658,2015,8,Washington,Food,13,2015 8 Washington,O157,107,66456,0.945,0.904,71,52,5.75,50.43,5646,6129,100
659,2015,7,Minnesota,Other,5,2015 7 Minnesota,O157,68,79627,0.95,0.901,82,62,5.75,50.43,5646,6129,100
660,2014,8,Minnesota,Other,2,2014 8 Minnesota,O157,68,79627,0.95,0.901,73,53,5.75,50.43,5646,6129,100
661,2015,9,Minnesota,Food,7,2015 9 Minnesota,O157,68,79627,0.95,0.901,59,41,5.75,50.43,5646,6129,100
662,2015,10,Minnesota,Food,2,2015 10 Minnesota,O157,68,79627,0.95,0.901,42,27,5.75,50.43,5646,6129,100
663,2015,10,Minnesota,Food,3,2015 10 Minnesota,O157,68,79627,0.95,0.901,42,27,5.75,50.43,5646,6129,100
664,2015,6,Minnesota,Food,2,2015 6 Minnesota,O157,68,79627,0.95,0.901,85,64,5.75,50.43,5646,6129,100
665,2015,6,Minnesota,Other,15,2015 6 Minnesota,O157,68,79627,0.95,0.901,85,64,5.75,50.43,5646,6129,100
666,2014,9,Kansas,Other,2,2014 9 Kansas,O157,36,81759,0.9259999999999999,0.887,68,45,5.75,50.43,5646,6129,100
667,2017,9,Kansas,Other,6,2017 9 Kansas,O157,36,81759,0.9259999999999999,0.887,68,45,5.75,50.43,5646,6129,100
668,2017,5,Virginia,Other,2,2017 5 Virginia,O157,212,39490,0.9329999999999999,0.882,86,65,5.75,50.43,5646,6129,100
669,2017,11,Texas,Other,3,2017 11 Texas,O157,105,261232,0.914,0.868,63,42,5.75,50.43,5646,6129,100
670,2015,1,Kentucky,Food,2,2015 1 Kentucky,O157,112,39486,0.8859999999999999,0.843,45,23,5.75,50.43,5646,6129,100
671,2009,11,South Carolina,Other,4,2009 11 South Carolina,O157,162,30061,0.894,0.846,58,35,5.75,50.43,5646,6129,100
672,2017,10,California,Food,244,2017 10 California,O157,251,155959,0.934,0.882,64,43,5.75,50.43,5646,6129,100
673,2012,11,Mississippi,Other,12,2012 11 Mississippi,O157,63,46923,0.866,0.825,58,37,5.75,50.43,5646,6129,100
674,2003,6,Florida,Food,2,2003 6 Florida,O157,378,53625,0.9129999999999999,0.873,92,72,5.75,50.43,5646,6129,100
675,2000,10,Florida,Food,7,2000 10 Florida,O157,378,53625,0.9129999999999999,0.873,73,47,5.75,50.43,5646,6129,100
676,2002,8,Florida,Food,2,2002 8 Florida,O157,378,53625,0.9129999999999999,0.873,88,68,5.75,50.43,5646,6129,100
677,2002,8,Florida,Food,2,2002 8 Florida,O157,378,53625,0.9129999999999999,0.873,88,68,5.75,50.43,5646,6129,100
678,2010,3,Hawaii,Food,7,2010 3 Hawaii,O157,222,6423,0.943,0.902,83,69,5.75,50.43,5646,6129,100
679,2016,6,Alaska,Other,9,2016 6 Alaska,O157,1,570641,0.9420000000000001,0.912,65,52,5.75,50.43,5646,6129,100
680,2016,3,Connecticut,Other,50,2016 3 Connecticut,O103,741,4842,0.9570000000000001,0.911,58,41,5.73,50.65,5697,6225,98
681,2016,7,Ohio,Other,7,2016 7 Ohio,O103,284,40861,0.917,0.8740000000000001,84,63,5.73,50.65,5697,6225,98
682,2017,8,Ohio,Other,4,2017 8 Ohio,O103,284,40861,0.917,0.8740000000000001,77,56,5.73,50.65,5697,6225,98
683,2014,3,Ohio,Other,3,2014 3 Ohio,O103,284,40861,0.917,0.8740000000000001,63,41,5.73,50.65,5697,6225,98
684,2014,5,Ohio,Other,4,2014 5 Ohio,O103,284,40861,0.917,0.8740000000000001,82,61,5.73,50.65,5697,6225,98
685,2015,10,Ohio,Other,5,2015 10 Ohio,O103,284,40861,0.917,0.8740000000000001,52,35,5.73,50.65,5697,6225,98
686,2015,11,Ohio,Other,6,2015 11 Ohio,O103,284,40861,0.917,0.8740000000000001,41,26,5.73,50.65,5697,6225,98
687,2012,6,Oregon,Other,4,2012 6 Oregon,O103,41,95988,0.934,0.882,82,53,5.73,50.65,5697,6225,98
688,2017,9,Oregon,Food,13,2017 9 Oregon,O103,41,95988,0.934,0.882,64,42,5.73,50.65,5697,6225,98
689,2011,10,Wisconsin,Other,6,2011 10 Wisconsin,O103,106,54158,0.932,0.8859999999999999,46,32,5.73,50.65,5697,6225,98
690,2000,7,Washington,Food,18,2000 7 Washington,O103,107,66456,0.945,0.904,76,56,5.73,50.65,5697,6225,98
691,2013,5,Minnesota,Other,3,2013 5 Minnesota,O103,68,79627,0.95,0.901,80,59,5.73,50.65,5697,6225,98
692,2015,3,North Carolina,Other,20,2015 3 North Carolina,O103,206,48618,0.909,0.861,72,47,5.73,50.65,5697,6225,98
693,2015,8,Kansas,Other,12,2015 8 Kansas,O103,36,81759,0.9259999999999999,0.887,80,56,5.73,50.65,5697,6225,98
694,2011,7,Ohio,Other,2,2011 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84,63,5.28,50.59,5155,5615,100
695,2012,7,Ohio,Other,4,2012 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84,63,5.28,50.59,5155,5615,100
696,2013,7,Ohio,Other,5,2013 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84,63,5.28,50.59,5155,5615,100
697,2014,6,Ohio,Other,6,2014 6 Ohio,O111,284,40861,0.917,0.8740000000000001,85,65,5.28,50.59,5155,5615,100
698,2015,3,Ohio,Other,3,2015 3 Ohio,O111,284,40861,0.917,0.8740000000000001,63,41,5.28,50.59,5155,5615,100
699,2004,9,New York,Food,212,2004 9 New York,O111,420,47126,0.946,0.888,65,50,5.28,50.59,5155,5615,100
700,2011,7,Wisconsin,Other,4,2011 7 Wisconsin,O111,106,54158,0.932,0.8859999999999999,78,63,5.28,50.59,5155,5615,100
701,2011,9,Wisconsin,Food,12,2011 9 Wisconsin,O111,106,54158,0.932,0.8859999999999999,59,43,5.28,50.59,5155,5615,100
702,2013,5,Wisconsin,Food,3,2013 5 Wisconsin,O111,106,54158,0.932,0.8859999999999999,75,57,5.28,50.59,5155,5615,100
703,2016,10,Tennessee,Other,4,2016 10 Tennessee,O111,160,41235,0.897,0.851,63,44,5.28,50.59,5155,5615,100
704,2013,6,Missouri,Other,10,2013 6 Missouri,O111,88,68742,0.91,0.871,88,68,5.28,50.59,5155,5615,100
705,2016,6,Missouri,Other,13,2016 6 Missouri,O111,88,68742,0.91,0.871,88,68,5.28,50.59,5155,5615,100
706,2016,6,Missouri,Other,4,2016 6 Missouri,O111,88,68742,0.91,0.871,88,68,5.28,50.59,5155,5615,100
707,2016,7,Minnesota,Other,8,2016 7 Minnesota,O111,68,79627,0.95,0.901,82,62,5.28,50.59,5155,5615,100
708,2017,7,Minnesota,Other,21,2017 7 Minnesota,O111,68,79627,0.95,0.901,82,62,5.28,50.59,5155,5615,100
709,2014,6,Minnesota,Food,15,2014 6 Minnesota,O111,68,79627,0.95,0.901,85,64,5.28,50.59,5155,5615,100
710,2014,11,Minnesota,Food,3,2014 11 Minnesota,O111,68,79627,0.95,0.901,29,13,5.28,50.59,5155,5615,100
711,2014,11,Minnesota,Other,2,2014 11 Minnesota,O111,68,79627,0.95,0.901,29,13,5.28,50.59,5155,5615,100
712,2013,7,Pennsylvania,Other,5,2013 7 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,85,68,5.28,50.59,5155,5615,100
713,2017,8,Pennsylvania,Other,7,2017 8 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,78,60,5.28,50.59,5155,5615,100
714,2016,6,Pennsylvania,Other,4,2016 6 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,87,69,5.28,50.59,5155,5615,100
715,2015,4,Pennsylvania,Other,2,2015 4 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,74,54,5.28,50.59,5155,5615,100
716,2011,6,New Hampshire,Other,2,2011 6 New Hampshire,O111,148,8953,0.9470000000000001,0.898,82,58,5.28,50.59,5155,5615,100
717,2007,3,Maine,Food,8,2007 3 Maine,O111,43,30843,0.919,0.8759999999999999,53,35,5.28,50.59,5155,5615,100
718,2009,7,South Dakota,Other,11,2009 7 South Dakota,O111,11,75811,0.9309999999999999,0.87,82,57,5.28,50.59,5155,5615,100
719,1999,6,Texas,Food,55,1999 6 Texas,O111,105,261232,0.914,0.868,96,74,5.28,50.59,5155,5615,100
720,2012,7,Illinois,Other,7,2012 7 Illinois,O111,231,55519,0.9329999999999999,0.883,82,66,5.28,50.59,5155,5615,100
721,2017,5,Illinois,Food,11,2017 5 Illinois,O111,231,55519,0.9329999999999999,0.883,81,63,5.28,50.59,5155,5615,100
722,2009,7,Wyoming,Food,2,2009 7 Wyoming,O111,6,97093,0.937,0.8959999999999999,81,54,5.28,50.59,5155,5615,100
723,2016,6,Iowa,Food,10,2016 6 Iowa,O111,55,55857,0.9309999999999999,0.885,86,67,5.28,50.59,5155,5615,100
724,2008,8,Oklahoma,Food,344,2008 8 Oklahoma,O111,57,68595,0.899,0.858,85,63,5.28,50.59,5155,5615,100
725,2015,9,Indiana,Other,5,2015 9 Indiana,O111,184,35826,0.91,0.8690000000000001,65,42,5.28,50.59,5155,5615,100
726,2014,4,Arkansas,Other,2,2014 4 Arkansas,O111,57,52035,0.883,0.8390000000000001,81,61,5.28,50.59,5155,5615,100
727,2008,7,Nebraska,Food,34,2008 7 Nebraska,O111,24,76824,0.937,0.889,86,64,5.28,50.59,5155,5615,100
728,2007,7,North Dakota,Food,23,2007 7 North Dakota,O111,10,69001,0.948,0.8740000000000001,83,56,5.28,50.59,5155,5615,100
729,2014,5,Ohio,Other,4,2014 5 Ohio,O146:H21,284,40861,0.917,0.8740000000000001,82,61,5.54,50.7,5397,5821,92
730,2011,5,New York,Food,19,2011 5 New York,O6:H16,420,47126,0.946,0.888,79,64,4.97,50.57,4627,5279,87
731,1998,8,Minnesota,Food,66,1998 8 Minnesota,O6:H16,68,79627,0.95,0.901,73,53,4.97,50.57,4627,5279,87
732,2010,1,California,Food,19,2010 1 California,O6:H16,251,155959,0.934,0.882,60,41,4.97,50.57,4627,5279,87
733,2010,4,Colorado,Other,10,2010 4 Colorado,O111:NM,52,103642,0.9470000000000001,0.906,72,43,5.13,50.6,4753,5144,98
734,2012,7,Colorado,Food,2,2012 7 Colorado,O111:NM,52,103642,0.9470000000000001,0.906,88,57,5.13,50.6,4753,5144,98
735,2013,3,Idaho,Other,2,2013 3 Idaho,O111:NM,20,82643,0.9109999999999999,0.872,62,39,5.13,50.6,4753,5144,98
736,2012,7,Minnesota,Other,10,2012 7 Minnesota,O111:NM,68,79627,0.95,0.901,82,62,5.13,50.6,4753,5144,98
737,2011,10,Minnesota,Food,14,2011 10 Minnesota,O111:NM,68,79627,0.95,0.901,42,27,5.13,50.6,4753,5144,98
738,2015,9,Maine,Other,2,2015 9 Maine,O111:NM,43,30843,0.919,0.8759999999999999,57,40,5.13,50.6,4753,5144,98
739,2015,10,California,Food,15,2015 10 California,O111:NM,251,155959,0.934,0.882,64,43,5.13,50.6,4753,5144,98
740,2011,5,Idaho,Other,3,2011 5 Idaho,O26:H11,20,82643,0.9109999999999999,0.872,81,54,5.86,50.66,5906,6377,101
741,2011,6,Idaho,Other,6,2011 6 Idaho,O26:H11,20,82643,0.9109999999999999,0.872,91,60,5.86,50.66,5906,6377,101
742,2011,9,Idaho,Other,2,2011 9 Idaho,O26:H11,20,82643,0.9109999999999999,0.872,65,41,5.86,50.66,5906,6377,101
743,2010,6,Washington,Other,24,2010 6 Washington,O26:H11,107,66456,0.945,0.904,76,56,5.86,50.66,5906,6377,101
744,2010,2,Washington,Food,6,2010 2 Washington,O26:H11,107,66456,0.945,0.904,54,39,5.86,50.66,5906,6377,101
745,2015,6,Pennsylvania,Other,3,2015 6 Pennsylvania,O26:H11,286,44743,0.927,0.8740000000000001,87,69,5.86,50.66,5906,6377,101
746,2012,1,Oregon,Other,5,2012 1 Oregon,O118:H16,41,95988,0.934,0.882,52,35,5.31,50.4,5307,5759,77
