,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F)
219,2014,8,Oregon,Other,2,1.0,0.0,2014 8 Oregon,O121,41,95988,0.934,0.882,77,48
220,2014,8,Oregon,Other,2,2.0,1.0,2014 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
221,2000,8,Oregon,Food,37,4.0,0.0,2000 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
222,2003,8,Oregon,Food,12,2.0,0.0,2003 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
223,2010,8,Oregon,Other,3,1.0,0.0,2010 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
224,2010,8,Oregon,Other,3,2.0,0.0,2010 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
225,2016,8,Oregon,Other,3,3.0,0.0,2016 8 Oregon,O157:H7,41,95988,0.934,0.882,77,48
226,2011,10,Oregon,Other,2,0.0,0.0,2011 10 Oregon,O157:NM,41,95988,0.934,0.882,53,38
227,2011,10,Oregon,Other,2,0.0,0.0,2011 10 Oregon,(H-),41,95988,0.934,0.882,53,38
228,2011,10,Oregon,Other,2,1.0,,2011 10 Oregon,O157:H7,41,95988,0.934,0.882,53,38
229,2012,10,Oregon,Food,4,1.0,0.0,2012 10 Oregon,O157:H7,41,95988,0.934,0.882,53,38
230,2014,10,Oregon,Other,2,0.0,0.0,2014 10 Oregon,O157:H7,41,95988,0.934,0.882,53,38
231,2005,10,Oregon,Food,64,1.0,0.0,2005 10 Oregon,O157:H7,41,95988,0.934,0.882,53,38
232,2002,10,Oregon,Food,49,0.0,0.0,2002 10 Oregon,O27,41,95988,0.934,0.882,53,38
233,2010,10,Oregon,Other,11,0.0,0.0,2010 10 Oregon,O26,41,95988,0.934,0.882,53,38
234,2012,1,Oregon,Other,5,0.0,0.0,2012 1 Oregon,O118:H16,41,95988,0.934,0.882,52,35
235,2012,4,Oregon,Food,16,4.0,0.0,2012 4 Oregon,O157:H7,41,95988,0.934,0.882,68,45
236,2012,6,Oregon,Other,4,1.0,0.0,2012 6 Oregon,O121,41,95988,0.934,0.882,82,53
237,2012,6,Oregon,Other,4,1.0,0.0,2012 6 Oregon,O103,41,95988,0.934,0.882,82,53
238,2010,6,Oregon,Food,4,4.0,0.0,2010 6 Oregon,O157:H7,41,95988,0.934,0.882,82,53
239,2007,6,Oregon,Food,2,1.0,0.0,2007 6 Oregon,O157:NM,41,95988,0.934,0.882,82,53
240,2007,6,Oregon,Food,2,1.0,0.0,2007 6 Oregon,(H-),41,95988,0.934,0.882,82,53
241,2010,6,Oregon,Other,11,2.0,0.0,2010 6 Oregon,O157:H7,41,95988,0.934,0.882,82,53
242,2009,9,Oregon,Other,4,1.0,0.0,2009 9 Oregon,O157:H7,41,95988,0.934,0.882,64,42
243,2009,9,Oregon,Other,4,2.0,0.0,2009 9 Oregon,O157:H7,41,95988,0.934,0.882,64,42
244,2014,9,Oregon,Other,6,2.0,0.0,2014 9 Oregon,O157,41,95988,0.934,0.882,64,42
245,2001,9,Oregon,Food,8,0.0,0.0,2001 9 Oregon,O157:H7,41,95988,0.934,0.882,64,42
246,2010,9,Oregon,Other,7,3.0,0.0,2010 9 Oregon,O157:H7,41,95988,0.934,0.882,64,42
247,2017,9,Oregon,Food,13,2.0,0.0,2017 9 Oregon,O103,41,95988,0.934,0.882,64,42
248,2017,9,Oregon,Food,2,0.0,0.0,2017 9 Oregon,O26,41,95988,0.934,0.882,64,42
249,2003,5,Oregon,Food,3,1.0,0.0,2003 5 Oregon,O157:H7,41,95988,0.934,0.882,74,49
250,2006,5,Oregon,Food,4,2.0,0.0,2006 5 Oregon,O157:H7,41,95988,0.934,0.882,74,49
251,2006,11,Oregon,Food,3,1.0,0.0,2006 11 Oregon,O157:H7,41,95988,0.934,0.882,46,34
252,2007,3,Oregon,Food,2,2.0,0.0,2007 3 Oregon,O157:H7,41,95988,0.934,0.882,61,40
253,2011,4,Wisconsin,Food,13,3.0,0.0,2011 4 Wisconsin,O157:H7,106,54158,0.932,0.886,65,47
254,2015,4,Wisconsin,Food,2,0.0,0.0,2015 4 Wisconsin,O26,106,54158,0.932,0.886,65,47
255,2011,7,Wisconsin,Other,4,0.0,0.0,2011 7 Wisconsin,O111,106,54158,0.932,0.886,78,63
256,2011,7,Wisconsin,Other,19,5.0,1.0,2011 7 Wisconsin,O157:H7,106,54158,0.932,0.886,78,63
257,2012,7,Wisconsin,Other,7,3.0,0.0,2012 7 Wisconsin,O157:H7,106,54158,0.932,0.886,78,63
258,2013,7,Wisconsin,Other,3,0.0,0.0,2013 7 Wisconsin,O145,106,54158,0.932,0.886,78,63
259,2000,7,Wisconsin,Food,736,23.0,1.0,2000 7 Wisconsin,O157:H7,106,54158,0.932,0.886,78,63
260,2000,7,Wisconsin,Food,52,0.0,0.0,2000 7 Wisconsin,O157:H7,106,54158,0.932,0.886,78,63
261,2001,7,Wisconsin,Food,21,0.0,0.0,2001 7 Wisconsin,O169:H41,106,54158,0.932,0.886,78,63
262,2017,7,Wisconsin,Food,36,3.0,0.0,2017 7 Wisconsin,I,106,54158,0.932,0.886,78,63
263,2017,7,Wisconsin,Food,36,3.0,0.0,2017 7 Wisconsin,"4,[5],12:i:-",106,54158,0.932,0.886,78,63
264,2017,7,Wisconsin,Food,36,3.0,0.0,2017 7 Wisconsin,Newport,106,54158,0.932,0.886,78,63
265,2017,7,Wisconsin,Food,36,3.0,0.0,2017 7 Wisconsin,unknown,106,54158,0.932,0.886,78,63
266,2017,7,Wisconsin,Other,2,1.0,0.0,2017 7 Wisconsin,O157:H7,106,54158,0.932,0.886,78,63
267,2011,8,Wisconsin,Other,14,1.0,0.0,2011 8 Wisconsin,O157:H7,106,54158,0.932,0.886,71,55
268,2013,8,Wisconsin,Other,2,1.0,0.0,2013 8 Wisconsin,O157,106,54158,0.932,0.886,71,55
269,2000,8,Wisconsin,Food,6,3.0,0.0,2000 8 Wisconsin,O157:H7,106,54158,0.932,0.886,71,55
270,2001,8,Wisconsin,Food,55,6.0,0.0,2001 8 Wisconsin,O157:H7,106,54158,0.932,0.886,71,55
271,2002,8,Wisconsin,Food,19,11.0,0.0,2002 8 Wisconsin,O157:H7,106,54158,0.932,0.886,71,55
272,2010,8,Wisconsin,Other,7,3.0,0.0,2010 8 Wisconsin,O157:H7,106,54158,0.932,0.886,71,55
273,2016,8,Wisconsin,Other,7,0.0,0.0,2016 8 Wisconsin,unknown,106,54158,0.932,0.886,71,55
274,2017,8,Wisconsin,Other,13,4.0,0.0,2017 8 Wisconsin,O157,106,54158,0.932,0.886,71,55
275,2011,9,Wisconsin,Food,12,0.0,0.0,2011 9 Wisconsin,O111,106,54158,0.932,0.886,59,43
276,2011,9,Wisconsin,Food,12,0.0,0.0,2011 9 Wisconsin,O26,106,54158,0.932,0.886,59,43
277,2014,9,Wisconsin,Food,4,2.0,0.0,2014 9 Wisconsin,O157,106,54158,0.932,0.886,59,43
278,2014,9,Wisconsin,Food,38,10.0,0.0,2014 9 Wisconsin,unknown,106,54158,0.932,0.886,59,43
279,2009,6,Wisconsin,Other,7,1.0,0.0,2009 6 Wisconsin,O157:H7,106,54158,0.932,0.886,80,64
280,1998,6,Wisconsin,Food,47,10.0,0.0,1998 6 Wisconsin,O157:H7,106,54158,0.932,0.886,80,64
281,1998,6,Wisconsin,Food,63,24.0,0.0,1998 6 Wisconsin,O157:H7,106,54158,0.932,0.886,80,64
282,2016,6,Wisconsin,Other,2,0.0,0.0,2016 6 Wisconsin,O121,106,54158,0.932,0.886,80,64
283,2017,6,Wisconsin,Other,28,0.0,0.0,2017 6 Wisconsin,GI.P7,106,54158,0.932,0.886,80,64
284,2017,6,Wisconsin,Other,28,0.0,0.0,2017 6 Wisconsin,-,106,54158,0.932,0.886,80,64
285,2017,6,Wisconsin,Other,28,0.0,0.0,2017 6 Wisconsin,GI.7,106,54158,0.932,0.886,80,64
286,2017,6,Wisconsin,Other,28,0.0,0.0,2017 6 Wisconsin,unknown,106,54158,0.932,0.886,80,64
287,2011,10,Wisconsin,Other,6,3.0,0.0,2011 10 Wisconsin,O103,106,54158,0.932,0.886,46,32
288,2011,10,Wisconsin,Other,6,3.0,0.0,2011 10 Wisconsin,O157:H7,106,54158,0.932,0.886,46,32
289,2011,10,Wisconsin,Food,4,1.0,0.0,2011 10 Wisconsin,O157:H7,106,54158,0.932,0.886,46,32
290,2012,10,Wisconsin,Other,2,1.0,0.0,2012 10 Wisconsin,O157:H7,106,54158,0.932,0.886,46,32
291,2000,10,Wisconsin,Food,29,4.0,0.0,2000 10 Wisconsin,O157:H7,106,54158,0.932,0.886,46,32
292,2001,10,Wisconsin,Food,34,6.0,0.0,2001 10 Wisconsin,O157:H7,106,54158,0.932,0.886,46,32
293,2013,3,Wisconsin,Food,3,1.0,0.0,2013 3 Wisconsin,O157:H7,106,54158,0.932,0.886,54,37
294,2013,5,Wisconsin,Food,3,2.0,0.0,2013 5 Wisconsin,O111,106,54158,0.932,0.886,75,57
295,2014,2,Wisconsin,Other,4,1.0,0.0,2014 2 Wisconsin,O157,106,54158,0.932,0.886,42,28
296,1998,11,Wisconsin,Food,13,3.0,0.0,1998 11 Wisconsin,O157:H7,106,54158,0.932,0.886,33,20
297,2017,11,Wisconsin,Other,6,0.0,0.0,2017 11 Wisconsin,unknown,106,54158,0.932,0.886,33,20
298,2017,1,Wisconsin,Other,13,0.0,0.0,2017 1 Wisconsin,unknown,106,54158,0.932,0.886,33,19
299,2011,4,Tennessee,Other,9,2.0,0.0,2011 4 Tennessee,O157:H7,160,41235,0.897,0.851,81,62
300,2011,4,Tennessee,Other,9,2.0,0.0,2011 4 Tennessee,unknown,160,41235,0.897,0.851,81,62
301,2012,4,Tennessee,Other,8,2.0,0.0,2012 4 Tennessee,O157:H7,160,41235,0.897,0.851,81,62
302,1999,4,Tennessee,Food,30,2.0,0.0,1999 4 Tennessee,O157:H7,160,41235,0.897,0.851,81,62
303,2002,4,Tennessee,Food,26,2.0,0.0,2002 4 Tennessee,O157:H7,160,41235,0.897,0.851,81,62
304,2016,4,Tennessee,Other,22,4.0,0.0,2016 4 Tennessee,O157:H7,160,41235,0.897,0.851,81,62
305,2012,1,Tennessee,Other,12,0.0,0.0,2012 1 Tennessee,unknown,160,41235,0.897,0.851,55,36
306,2013,5,Tennessee,Other,2,1.0,0.0,2013 5 Tennessee,O157:H7,160,41235,0.897,0.851,89,70
307,2013,5,Tennessee,Food,10,1.0,0.0,2013 5 Tennessee,Enteritidis,160,41235,0.897,0.851,89,70
308,2013,5,Tennessee,Food,10,1.0,0.0,2013 5 Tennessee,unknown,160,41235,0.897,0.851,89,70
309,2008,5,Tennessee,Food,6,4.0,0.0,2008 5 Tennessee,O157:H7,160,41235,0.897,0.851,89,70
310,2013,6,Tennessee,Food,7,3.0,0.0,2013 6 Tennessee,O157:H7,160,41235,0.897,0.851,92,74
311,2013,6,Tennessee,Food,3,0.0,0.0,2013 6 Tennessee,O26,160,41235,0.897,0.851,92,74
312,2014,6,Tennessee,Other,12,0.0,0.0,2014 6 Tennessee,unknown,160,41235,0.897,0.851,92,74
313,2010,6,Tennessee,Other,14,4.0,0.0,2010 6 Tennessee,O157:H7,160,41235,0.897,0.851,92,74
314,2013,7,Tennessee,Other,34,0.0,0.0,2013 7 Tennessee,unknown,160,41235,0.897,0.851,91,73
315,2013,7,Tennessee,Other,34,0.0,0.0,2013 7 Tennessee,O157:H7,160,41235,0.897,0.851,91,73
316,2013,10,Tennessee,Food,9,5.0,0.0,2013 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44
317,2003,10,Tennessee,Food,6,0.0,0.0,2003 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44
318,2008,10,Tennessee,Food,12,2.0,0.0,2008 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44
319,2015,10,Tennessee,Other,2,0.0,0.0,2015 10 Tennessee,O26,160,41235,0.897,0.851,63,44
320,2016,10,Tennessee,Other,4,2.0,0.0,2016 10 Tennessee,O111,160,41235,0.897,0.851,63,44
321,2016,10,Tennessee,Other,4,2.0,0.0,2016 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44
322,2010,2,Tennessee,Food,3,0.0,0.0,2010 2 Tennessee,O157:H7,160,41235,0.897,0.851,64,44
323,2010,2,Tennessee,Food,18,0.0,0.0,2010 2 Tennessee,GII.4,160,41235,0.897,0.851,64,44
324,2010,2,Tennessee,Food,18,0.0,0.0,2010 2 Tennessee,New,160,41235,0.897,0.851,64,44
325,2010,2,Tennessee,Food,18,0.0,0.0,2010 2 Tennessee,Orleans,160,41235,0.897,0.851,64,44
326,2010,2,Tennessee,Food,18,0.0,0.0,2010 2 Tennessee,unknown,160,41235,0.897,0.851,64,44
327,2014,9,Tennessee,Other,2,2.0,0.0,2014 9 Tennessee,O157:H7,160,41235,0.897,0.851,74,54
328,2003,8,Tennessee,Food,41,2.0,0.0,2003 8 Tennessee,O169:H41,160,41235,0.897,0.851,85,65
329,2010,8,Tennessee,Food,6,1.0,0.0,2010 8 Tennessee,unknown,160,41235,0.897,0.851,85,65
330,2007,8,Tennessee,Food,2,2.0,0.0,2007 8 Tennessee,O157:H7,160,41235,0.897,0.851,85,65
331,2015,8,Tennessee,Food,90,0.0,0.0,2015 8 Tennessee,unknown,160,41235,0.897,0.851,85,65
332,2015,8,Tennessee,Food,90,0.0,0.0,2015 8 Tennessee,unknown,160,41235,0.897,0.851,85,65
333,2015,11,Tennessee,Food,13,0.0,0.0,2015 11 Tennessee,O157:H7,160,41235,0.897,0.851,52,35
334,2011,3,Missouri,Other,3,0.0,0.0,2011 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44
335,2012,3,Missouri,Food,19,5.0,0.0,2012 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44
336,2014,3,Missouri,Other,5,1.0,0.0,2014 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44
337,2011,6,Missouri,Other,8,1.0,0.0,2011 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68
338,2011,6,Missouri,Other,8,1.0,0.0,2011 6 Missouri,O45,88,68742,0.91,0.871,88,68
339,2013,6,Missouri,Food,6,4.0,0.0,2013 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68
340,2013,6,Missouri,Other,10,4.0,0.0,2013 6 Missouri,O111,88,68742,0.91,0.871,88,68
341,2016,6,Missouri,Other,13,1.0,0.0,2016 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68
342,2016,6,Missouri,Other,13,1.0,0.0,2016 6 Missouri,O111,88,68742,0.91,0.871,88,68
343,2016,6,Missouri,Other,4,0.0,0.0,2016 6 Missouri,O111,88,68742,0.91,0.871,88,68
344,2011,9,Missouri,Other,4,2.0,0.0,2011 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45
345,2012,9,Missouri,Other,8,4.0,0.0,2012 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45
346,2016,9,Missouri,Other,26,1.0,0.0,2016 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45
347,2012,8,Missouri,Other,12,7.0,0.0,2012 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57
348,2013,8,Missouri,Food,3,2.0,0.0,2013 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57
349,2016,8,Missouri,Other,6,3.0,0.0,2016 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57
350,2012,7,Missouri,Food,11,0.0,0.0,2012 7 Missouri,Muenchen,88,68742,0.91,0.871,88,66
351,2012,7,Missouri,Food,11,0.0,0.0,2012 7 Missouri,unknown,88,68742,0.91,0.871,88,66
352,2009,5,Missouri,Other,12,2.0,0.0,2009 5 Missouri,O157:H7,88,68742,0.91,0.871,83,64
353,2008,4,Missouri,Food,4,2.0,0.0,2008 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54
354,2003,4,Missouri,Food,3,3.0,0.0,2003 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54
355,2010,4,Missouri,Other,28,4.0,0.0,2010 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54
356,2000,1,Missouri,Food,8,2.0,0.0,2000 1 Missouri,O157:H7,88,68742,0.91,0.871,45,25
357,2015,10,Missouri,Food,6,0.0,0.0,2015 10 Missouri,O157:H7,88,68742,0.91,0.871,56,35
358,2010,11,Missouri,Other,11,3.0,1.0,2010 11 Missouri,unknown,88,68742,0.91,0.871,43,24
359,2010,11,Missouri,Other,11,3.0,1.0,2010 11 Missouri,O157:H7,88,68742,0.91,0.871,43,24
360,2011,6,Alabama,Other,19,3.0,0.0,2011 6 Alabama,O157:H7,95,50645,0.882,0.839,92,71
361,2011,6,Alabama,Other,19,3.0,0.0,2011 6 Alabama,unknown,95,50645,0.882,0.839,92,71
362,2007,6,Alabama,Food,26,11.0,1.0,2007 6 Alabama,O157:H7,95,50645,0.882,0.839,92,71
363,2007,7,Alabama,Food,4,3.0,0.0,2007 7 Alabama,O157:H7,95,50645,0.882,0.839,92,71
364,2008,2,Alabama,Food,17,7.0,0.0,2008 2 Alabama,O157:H7,95,50645,0.882,0.839,70,45
365,2017,10,Alabama,Food,90,0.0,0.0,2017 10 Alabama,unknown,95,50645,0.882,0.839,69,44
366,2017,10,Alabama,Food,90,0.0,0.0,2017 10 Alabama,unknown,95,50645,0.882,0.839,69,44
367,2017,10,Alabama,Other,28,0.0,0.0,2017 10 Alabama,unknown,95,50645,0.882,0.839,69,44
368,2017,10,Alabama,Other,28,0.0,0.0,2017 10 Alabama,,95,50645,0.882,0.839,69,44
369,2017,10,Alabama,Other,6,0.0,0.0,2017 10 Alabama,unknown,95,50645,0.882,0.839,69,44
370,2010,10,Maryland,Food,7,4.0,0.0,2010 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0
371,2016,10,Maryland,Food,5,1.0,0.0,2016 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0
372,2017,10,Maryland,Other,3,1.0,0.0,2017 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0
373,2012,7,Maryland,Food,7,2.0,0.0,2012 7 Maryland,O157:H7,618,9707,0.94,0.885,87.0,71.0
374,2008,7,Maryland,Food,9,0.0,0.0,2008 7 Maryland,O157:NM,618,9707,0.94,0.885,87.0,71.0
375,2008,7,Maryland,Food,9,0.0,0.0,2008 7 Maryland,(H-),618,9707,0.94,0.885,87.0,71.0
376,2015,7,Maryland,Food,9,6.0,0.0,2015 7 Maryland,O157,618,9707,0.94,0.885,87.0,71.0
377,2009,11,Maryland,Food,12,0.0,0.0,2009 11 Maryland,unknown,618,9707,0.94,0.885,46.0,33.0
378,2009,11,Maryland,Food,12,0.0,0.0,2009 11 Maryland,unknown,618,9707,0.94,0.885,46.0,33.0
379,2017,11,Maryland,Other,178,0.0,0.0,2017 11 Maryland,GI.P6,618,9707,0.94,0.885,46.0,33.0
380,2017,11,Maryland,Other,178,0.0,0.0,2017 11 Maryland,-,618,9707,0.94,0.885,46.0,33.0
381,2017,11,Maryland,Other,178,0.0,0.0,2017 11 Maryland,GI.6,618,9707,0.94,0.885,46.0,33.0
382,2017,11,Maryland,Other,178,0.0,0.0,2017 11 Maryland,,618,9707,0.94,0.885,46.0,33.0
383,2017,11,Maryland,Other,178,0.0,0.0,2017 11 Maryland,unknown,618,9707,0.94,0.885,46.0,33.0
384,1998,8,Maryland,Food,6,2.0,0.0,1998 8 Maryland,O157:H7,618,9707,0.94,0.885,80.0,64.0
385,2002,6,Maryland,Food,5,0.0,0.0,2002 6 Maryland,O157:H7,618,9707,0.94,0.885,89.0,73.0
386,2015,5,Maryland,Other,23,4.0,0.0,2015 5 Maryland,O157:H7,618,9707,0.94,0.885,85.0,67.0
387,2015,9,Maryland,Other,3,2.0,0.0,2015 9 Maryland,O157,618,9707,0.94,0.885,68.0,52.0
388,2011,6,Washington,Other,6,1.0,0.0,2011 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
389,2013,6,Washington,Other,12,2.0,0.0,2013 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
390,1999,6,Washington,Food,5,2.0,,1999 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
391,2010,6,Washington,Other,24,0.0,0.0,2010 6 Washington,O26:H11,107,66456,0.945,0.904,76.0,56.0
392,2010,6,Washington,Other,24,0.0,0.0,2010 6 Washington,O26:NM,107,66456,0.945,0.904,76.0,56.0
393,2008,6,Washington,Food,2,0.0,0.0,2008 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
394,2011,8,Washington,Food,3,3.0,0.0,2011 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
395,2004,8,Washington,Food,6,3.0,0.0,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
396,2004,8,Washington,Food,3,3.0,0.0,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
397,2010,8,Washington,Other,3,2.0,0.0,2010 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
398,2015,8,Washington,Food,13,5.0,0.0,2015 8 Washington,O157,107,66456,0.945,0.904,71.0,52.0
399,2015,8,Washington,Food,2,0.0,0.0,2015 8 Washington,O121,107,66456,0.945,0.904,71.0,52.0
400,2016,8,Washington,Food,9,3.0,0.0,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
401,2016,8,Washington,Food,2,0.0,0.0,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
402,2017,8,Washington,Other,3,2.0,0.0,2017 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0
403,2009,5,Washington,Food,5,2.0,0.0,2009 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
404,2014,5,Washington,Other,27,0.0,0.0,2014 5 Washington,O26,107,66456,0.945,0.904,70.0,52.0
405,2003,5,Washington,Food,3,0.0,0.0,2003 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
406,2004,5,Washington,Food,3,2.0,0.0,2004 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
407,2005,5,Washington,Food,3,1.0,0.0,2005 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
408,2008,5,Washington,Food,10,5.0,0.0,2008 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
409,2010,5,Washington,Food,2,1.0,0.0,2010 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0
410,2012,10,Washington,Other,4,2.0,0.0,2012 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0
411,2012,10,Washington,Other,4,2.0,0.0,2012 10 Washington,O121,107,66456,0.945,0.904,51.0,40.0
412,1998,10,Washington,Food,11,1.0,0.0,1998 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0
413,2004,10,Washington,Food,4,,,2004 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0
414,2005,10,Washington,Food,9,1.0,0.0,2005 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0
415,2008,10,Washington,Food,68,4.0,0.0,2008 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0
416,2012,7,Washington,Other,2,1.0,0.0,2012 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
417,2009,7,Washington,Other,12,2.0,0.0,2009 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
418,2000,7,Washington,Food,18,2.0,0.0,2000 7 Washington,O103,107,66456,0.945,0.904,76.0,56.0
419,2002,7,Washington,Food,55,,0.0,2002 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
420,2003,7,Washington,Food,5,1.0,0.0,2003 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
421,2015,7,Washington,Food,5,3.0,0.0,2015 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0
422,2009,9,Washington,Food,3,0.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
423,2009,9,Washington,Food,3,0.0,0.0,2009 9 Washington,O121,107,66456,0.945,0.904,60.0,46.0
424,2009,9,Washington,Food,4,1.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
425,2009,9,Washington,Food,2,1.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
426,1998,9,Washington,Food,8,,,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
427,1998,9,Washington,Food,4,1.0,0.0,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
428,2001,9,Washington,Food,14,0.0,0.0,2001 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
429,2005,9,Washington,Food,4,2.0,0.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
430,2005,9,Washington,Food,2,2.0,0.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
431,2005,9,Washington,Food,14,5.0,2.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
432,2006,9,Washington,Food,2,1.0,0.0,2006 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0
433,2016,9,Washington,Food,4,1.0,0.0,2016 9 Washington,O157:NM,107,66456,0.945,0.904,60.0,46.0
434,2016,9,Washington,Food,4,1.0,0.0,2016 9 Washington,(H-),107,66456,0.945,0.904,60.0,46.0
435,2013,2,Washington,Food,3,2.0,0.0,2013 2 Washington,O157:H7,107,66456,0.945,0.904,54.0,39.0
436,2010,2,Washington,Food,6,0.0,0.0,2010 2 Washington,O26:H11,107,66456,0.945,0.904,54.0,39.0
437,2002,11,Washington,Food,4,1.0,0.0,2002 11 Washington,O157:H7,107,66456,0.945,0.904,46.0,36.0
438,2004,3,Washington,Food,2,2.0,0.0,2004 3 Washington,O157:H7,107,66456,0.945,0.904,58.0,42.0
439,2010,3,Washington,Other,21,4.0,1.0,2010 3 Washington,O157:H7,107,66456,0.945,0.904,58.0,42.0
440,2015,4,Washington,Other,40,7.0,0.0,2015 4 Washington,O157:H7,107,66456,0.945,0.904,65.0,47.0
441,2009,3,Michigan,Food,4,1.0,0.0,2009 3 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,58,37
442,2014,3,Michigan,Food,2,0.0,0.0,2014 3 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,58,37
443,2016,3,Michigan,Food,7,1.0,0.0,2016 3 Michigan,other,175,56539,0.9159999999999999,0.877,58,37
444,2016,3,Michigan,Food,7,1.0,0.0,2016 3 Michigan,unknown,175,56539,0.9159999999999999,0.877,58,37
445,2011,7,Michigan,Food,12,8.0,0.0,2011 7 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,80,59
446,2011,7,Michigan,Food,12,8.0,0.0,2011 7 Michigan,(H-),175,56539,0.9159999999999999,0.877,80,59
447,2004,7,Michigan,Food,3,2.0,0.0,2004 7 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,80,59
448,2015,7,Michigan,Food,3,3.0,0.0,2015 7 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,80,59
449,2011,8,Michigan,Other,3,1.0,0.0,2011 8 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,73,51
450,2011,8,Michigan,Other,3,1.0,0.0,2011 8 Michigan,(H-),175,56539,0.9159999999999999,0.877,73,51
451,2012,8,Michigan,Food,90,10.0,0.0,2012 8 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,73,51
452,2016,8,Michigan,Food,4,2.0,0.0,2016 8 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,73,51
